190	-2.57539351425492
191	6.78437360687189
192	-4.06355756295255
193	-3.57417896771292
194	-2.62843060469644
195	-1.60154138974313
196	-1.01282414633367
197	-6.80426739775421
198	-6.71861933433605
199	-5.91874310909599
200	-6.25383243410121
201	-7.16217136325799
202	-6.55957907838013
203	-6.97861043222527
204	-5.85433199124645
205	-5.70065950382274
206	-4.41216876300996
207	-4.92156893779555
208	-5.3125376484749
209	-4.34757603163398
210	-4.19064025497205
211	-4.05959604113406
212	-4.47201962927447
213	-4.28939184686683
214	-4.22440287158121
215	-3.98521744428737
216	-3.47142940285734
217	-3.90609424976095
218	-3.6661166177545
219	-3.19081821807914
220	-3.29425496318486
221	-3.13469203980155
222	-3.04857101776282
223	-3.01999391260098
224	-3.10011507488213
225	-2.73074826545132
226	-2.73617474623358
227	-2.71549077559681
228	-2.38211077269546
229	-1.97055941773094
230	-2.06108226646897
231	-1.93512211767772
232	-1.99210095965979
233	-1.63065944749746
234	-1.50144424721661
235	-1.09285556186523
236	-1.19086659952128
237	-0.919914363155871
238	-0.702037453801122
239	-0.761854532460787
240	-0.345709028301671
241	-0.195506183922838
242	-0.213548571112891
243	-0.431466930833236
244	-0.155108119811173
245	0.067507429590231
246	0.145451284620057
247	0.444854326884715
248	0.437408063544077
249	0.377707658659061
250	0.565339860994939
251	0.724545341879456
252	0.788438573265008
253	0.821536143141067
254	0.918563103674661
255	0.925428371190281
256	0.900190493573039
257	1.14354154102716
258	1.13299193152737
259	1.4145009164755
260	1.34496512253726
