190	-3.36203429570988
191	-2.76011314519067
192	-9.49583474185858
193	-0.530009729978083
194	-2.51450415005018
195	-9.20189190374082
196	0.250429762343055
197	-2.38362534185566
198	-3.14483184804494
199	-3.81004454821009
200	-3.89439304296484
201	-2.46027847528464
202	-2.05066163119726
203	-2.75900656003245
204	-2.35648170815631
205	-2.76783458569706
206	-2.27051603390814
207	-2.01406877290062
208	-2.31265179384409
209	-1.54742058153882
210	-1.67626800515739
211	-1.73860516224776
212	-1.94877209608298
213	-1.85389549120642
214	-1.49838096487784
215	-1.52449944039532
216	-1.77499440950602
217	-1.57964913859108
218	-1.21778314545065
219	-1.62312865455838
220	-0.9920409498396
221	-1.31975739981641
222	-0.81580218974171
223	-0.926314231916368
224	-0.511537297760685
225	-0.733714016528265
226	-0.761955379183616
227	-0.621029111872949
228	-0.217448420589385
229	-0.327574858900151
230	-0.173304086581367
231	0.164050060189118
232	-0.034794454874821
233	0.212614329846999
234	0.224451073572465
235	0.483364500694161
236	0.463315867549693
237	0.465521178074093
238	0.724546934361179
239	0.801103245897099
240	0.945534277378901
241	1.13500886759381
242	1.17874306327047
243	1.16664043403227
244	1.23149301438113
245	1.58594730489195
246	1.56578290335268
247	1.43815577476827
248	1.60117820151766
249	1.90210725896207
250	1.49139517762927
251	2.02537451004841
252	1.72191497404543
253	1.86557412207185
254	2.16230799785684
255	1.96430389231975
256	2.10003646090047
257	2.30175657881657
258	2.26098268856306
259	2.33994626391187
260	2.43808905385683
